id,name,kind,domain,file,entry_point,predicts,inputs_tables,inputs_features,upstream_models,technique,evaluation_harness,tests,measured_results,known_failures,improvement_options,status,point_in_time_safe,reads_closing_market,last_verified,entry_note,source_file
"market_model","NFL Market Rating Model","forecaster","market","server/services/nfl-market.js","server/services/nfl-market.js:319","Home win / spread-cover / total over-under probabilities plus predicted score, margin and total, each compared against the no-vig market price","game_lines (historicalGames, boardFor query)","home/away score, spread, total, moneyline, spread_odds, total_over/under_odds, neutral_site; internally-derived offense/defense point ratings","stats-util.js (normalCdf, mean, stdev), nfl-devig.js (shinNoVig), conformal.js (buildConformal, recencyWeights, weightedDraw)","elo","accuracy() (417), nestedEvaluationRows() (434), scoreAccuracy() (556)","test/nfl-market-correction-lookup.test.js, test/nfl-market-identity-rich.test.js, test/nfl-market-identity.test.js","On 2022-2025 walk-forward residuals the margin-error SD is flat across the model's own |predicted margin| (12.7/12.7/13.6/13.2 points) and rises monotonically across the market's |spread| (12.1/12.4/14.2/14.4) (nfl-market.js:34-38, in-file comment). Also see gridiron-model.js capability betting.model_spread, baseAuthority advisory, audit 'CLV across five seasons (powered)'.","none found (no TODO/FIXME)","unknown (not found)","live but gated advisory (inform/rank only, not size; sizing blocked in nfl-execution-edge until proven closing-line value exists per gridiron-model.js:288-296)","partial — historicalGames() naturally excludes unplayed games, but boardFor has no explicit asOf/cutoff parameter to reproduce an arbitrary historical point outside nestedEvaluationRows' fixed per-season folds","yes (boardFor reads game_lines spread/total/moneyline/odds and converts via shinNoVig; not confirmed specifically the closing line, whatever is currently stored)","2026-09-16","boardFor); calls predictGame:280","rows-spread-forecasters.csv"
"nfl_props_engine","Player prop projection and market board","forecaster","props","server/services/nfl-props.js","server/services/nfl-props.js:547","Per-player prop-stat distributions (pass/rush/rec yards, receptions, anytime-TD probability) and model-vs-market disagreement ranking","nfl_prop_quote_snapshots;game_lines","simulated volume x efficiency distribution,game script","player-week-engine.js:buildPlayerWeekEngine,sampleTeamWeekEvents;nfl-prop-calibration.js:calibrateAnytimeTd;nfl-devig.js:shinNoVig","simulation","propAccuracy/propReplayRows walk-forward","unknown (not found for propBoard directly)","unmeasured","propAccuracy audits raw uncalibrated probabilities, not what ships (calibrateAnytimeTd is applied downstream in propBoard, not inside the audited function)","a per-season walk-forward calibrator so the shipped path can be graded without leakage (noted in-file)","live","yes - buildPlayerWeekEngine is built at throughWeek=week-1","yes - devigs against Odds API player-prop quotes (Shin no-vig)","2026-09-16","projectWeek); :598 (propBoard)","rows-player-news-live.csv"
"drive_sim","Play-by-play drive simulator","forecaster","spread","server/services/nfl-drive-sim.js","server/services/nfl-drive-sim.js:796","joint home/away score distribution -> margin, total, moneyline, spread cover, over/under, key numbers","game_lines (neutral_site check); team offense/defense play-by-play profiles via blendedProfiles()","home/away team profiles (prior-season blended), homeFieldPoints (1.6, 0 if neutral), optional spread/total (reweighting anchor), targetMargin/targetTotal","server/services/nfl-sim-policy.js (all 20 MODULES), simulationCalibrationFor() (nfl-sim-calibration.js), blendedProfiles()","simulation","server/services/nfl-drive-sim.js:1239 (backtest)","test/nfl-drive-sim-clock-rules.test.js (9 tests, FINAL ORDER item 2)","52.14% ATS pooled 2021-2025 (256-235), simulator MAE 10.68 vs market MAE 9.80 (docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?)); per-season detail in docs/evidence/2026-09-16/drive-sim-backtest-post-final-order-2.json","Still not profitable / no detectable edge (one-sided P(ATS>=256|break-even)=0.56). Home-field is added post hoc to the score (+1/drive at nfl-drive-sim.js:544) rather than entering per-play rates — structural critique stands. kneelDecision's first branch still reads a HALF clock where it wants a game clock (flagged in code, left for Nick's decision). (docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))","Move HFA into per-play rates instead of post-hoc score addition (FINAL ORDER item 7 area).","live","yes — backtest() uses profiles strictly from prior seasons only (profiles_from_season = test season - 1, verified in drive-sim-backtest-post-final-order-2.json)","partial — spread/total are optional params to simulateMatchup used only as an outcome-reweighting anchor, not a required input; caller decides whether to pass open or close","2026-09-16","simulateMatchup)","rows-spread-forecasters.csv"
"online_neural","Online Neural Spread Residual (deep_residual)","forecaster","spread","server/services/nfl-online-neural.js","server/services/nfl-online-neural.js:175","Home-margin residual vs. pregame market spread, bounded ±7 (predicted_margin = market_margin + residual)","nfl_online_neural_artifacts, nfl_online_neural_examples; game_lines indirectly via kickoff/completeWeek checks","ensembleLine output (market_spread/total, projected_margin, model_disagreement_margin, per-family residuals), roster/unit availability edges, teamNewsSignals","nfl-ensemble.js (ensembleLine), nfl-engine-registry.js (activeLearningEpoch), nfl-news-signal.js (teamNewsSignals), date-util.js (nflKickoffDate)","neural","performanceMetrics() (nfl-online-neural.js:265-291) — weekly-clustered MAE improvement + 90% CI, the forward promotion gate","none found (no dedicated test/nfl-online-neural.js)","unmeasured — no doc/evidence-path citation with a number found in this file; live metrics computed dynamically via performanceMetrics(), not asserted in comments","Head is currently active_shadow with staking_authority '0 units until the forward weekly-clustered promotion gate passes' (nfl-online-neural.js:24-26,362). Cold-start for any historical game per PREREGISTERED note.","unknown (not found)","shadow (mode: online_prequential_shadow)","yes — explicit before cutoff threaded through spreadFeatureVector/onlineNeuralPrediction/captureOnlineNeuralWeek; prequential rule scores a completed week with old weights before updating","yes (spreadFeatureVector reads ensemble.market_spread/market_total)","2026-09-16","onlineNeuralPrediction)","rows-spread-forecasters.csv"
"stage3_team_strength","Stage 3 team strength model","forecaster","spread","research/betting/nfl/stage3_team_strength.py","research/betting/nfl/stage3_team_strength.py:296","actual_margin (home score minus away score); ridge and LightGBM scored as separate candidates vs a zero-info baseline and the market","SQLite via dataset.build_football_dataset(): game_lines and nfl_team_week_features","14-feature frozen set: home_rest, away_rest, rest_diff, div_game, home_form_margin, away_form_margin, home_form_count, away_form_count, home_form_total, away_form_total, pbp_available, pbp_diff_off_epa_per_play, pbp_diff_def_epa_per_play, pbp_diff_off_success_rate (lines 122-129)","none (imports only dataset.py)","ridge (also gbm: LightGBM scored as separate candidate)","run_expanding_folds (expanding whole-season outer folds, inner chronological 80/20 week split for hyperparameter selection)","unknown (not found)","in-file reference to 'the 10.678-MAE walk-forward audit' (own frozen-14 baseline reproduction note, line 134); exact test-set numbers computed at runtime, not hardcoded. Separately cited elsewhere: market MAE 10.249 vs ridge 10.675 / LightGBM 10.738 (docs/betting-model/plans/LATEST-PLAN.md — Where we go from here).","'A positive result here is exploratory, not confirmed, until scored again on genuinely new, previously-unseen games' (lines 541-544).","unknown (not found)","research_only ('authority': 'research_only', 'production_changed': False, lines 507-508)","yes — expanding outer folds (train strictly before test season S), inner chronological split, test season never in the inner split","no — file states market_spread/market_total 'NEVER appear as a candidate INPUT feature,' only as the -market_spread reference baseline (lines 56-57); confirmed zero market feature names in FEATURE_NAMES","2026-09-16","run_expanding_folds); CLI entry run(args) at line 468","rows-spread-forecasters.csv"
"ingest_nfl_weekly_feature_store","nfl-weekly-feature-store.js","ingestion","infra","server/services/nfl-weekly-feature-store.js","server/services/nfl-weekly-feature-store.js:181","builds nfl_team_feature_vectors/nfl_player_feature_vectors/nfl_feature_dictionary from raw nflverse tables","nfl_team_week_features,nfl_player_week_features,nfl_snaps,nfl_pfr_adv,nfl_play_charting,nfl_play_formations","301 feature variables computed per LATEST-PLAN 'THE feature-store discovery' — only 3 reach the live model","n/a","derived","n/a","unknown (not found)","unmeasured","a finished, ready-to-use feature contract exists and is connected to nothing live, per LATEST-PLAN 'THE actual biggest finding' section","wire the existing feature contract into the live ensemble (per LATEST-PLAN roadmap)","live","no — built from nfl_team_week_features/nfl_snaps/nfl_pfr_adv, none of which carry a receipt clock","n/a","2026-09-16","","rows-data-and-infra.csv"
"ingest_book_feeds","book-feeds.js multi-book scrape","ingestion","market","server/services/book-feeds.js","server/services/book-feeds.js:83","writes nfl_line_snapshots, nfl_quote_tape/nfl_quote_batches","direct scrapes: Oddstrader odds-v2 (:353), Pinnacle guest API (:358-359), Kambi/BetRivers (:364), Bovada (:366), FanDuel (:346)","spread,total,moneyline,provider","n/a","none","n/a","unknown (not found)","unmeasured","nfl_line_snapshots has five separate writers with different provider labels; received_at is a constant for archive-sourced rows per migration 052","unknown (not found)","live","yes (captures current live odds with a capture timestamp)","yes","2026-09-16","","rows-data-and-infra.csv"
"ingest_book_feeds_extra","book-feeds-extra.js Rotowire/SBR scrape","ingestion","market","server/services/book-feeds-extra.js","server/services/book-feeds-extra.js:32","writes nfl_line_snapshots (extra providers)","Rotowire (:206), SportsbookReview (:210)","spread,total,moneyline,provider","n/a","none","n/a","unknown (not found)","unmeasured","one of five writers into nfl_line_snapshots — see book-feeds.js row for the shared receipt-clock caveat","unknown (not found)","live","yes (captures current live odds)","yes","2026-09-16","","rows-data-and-infra.csv"
"ingest_gamescript","gamescript.js line sync","ingestion","market","server/services/gamescript.js","server/services/gamescript.js:36","writes game_lines (spread/total/open/moneyline, historical + current)","nflverse games.csv (github.com/nflverse/nfldata) + ESPN scoreboard API","open_spread,open_total,spread,total,moneyline","n/a","none","n/a","unknown (not found)","unmeasured","game_lines has two writers (gamescript.js primary, odds-archive.js secondary backfill) per LATEST-PLAN DATA SOURCES anomalies","unknown (not found)","live","no — game_lines rows are overwritten/backfilled by a second writer with no independent receipt clock noted","yes","2026-09-16","","rows-data-and-infra.csv"
"ingest_line_shopping","line-shopping.js snapshot/shop","ingestion","market","server/services/line-shopping.js","server/services/line-shopping.js:35","writes/reads line snapshots for shopping the best current price","The Odds API (via odds-api.js)","spread,total,moneyline","n/a","none","n/a","unknown (not found)","unmeasured","unknown (not found)","unknown (not found)","live","yes (live snapshot)","yes","2026-09-16","","rows-data-and-infra.csv"
"ingest_nfelo","nfelo.js greerreNFL CSV sync","ingestion","market","server/services/nfelo.js","server/services/nfelo.js:50","writes nfl_nfelo_games, nfl_nfelo_qb, nfl_nfelo_lines, nfl_stadiums, nfl_team_stadiums","greerreNFL GitHub CSVs: qb_elos.csv, nfelo_games.csv, historic_projected_spreads.csv, lines.csv, stadiums.csv, team_stadiums.csv","elo,projected_spread","n/a","elo","n/a","unknown (not found)","unmeasured","unknown (not found)","unknown (not found)","live","unknown (not found)","n/a","2026-09-16","","rows-data-and-infra.csv"
"ingest_nfl_external_ratings","nfl-external-ratings.js FPI+TeamRankings sync","ingestion","market","server/services/nfl-external-ratings.js","server/services/nfl-external-ratings.js:74","writes nfl_external_ratings (espn_fpi + teamrankings_predictive)","ESPN FPI JSON, TeamRankings predictive-ratings HTML","fpi_diff","n/a","none","n/a","unknown (not found)","unmeasured","fpi_diff is computed (:260) and consumed by nothing, per LATEST-PLAN DATA SOURCES anomalies","wire fpi_diff into a consumer or remove the dead computation","live","unknown (not found) — not independently checked for a receipt clock","n/a","2026-09-16","","rows-data-and-infra.csv"
"ingest_nfl_opening_lines","nfl-opening-lines.js opener ingest","ingestion","market","server/services/nfl-opening-lines.js","server/services/nfl-opening-lines.js:86","ingests nflverse initial_lines.csv opening spread/total","nflverse initial_lines.csv","open_spread,open_total","n/a","none","n/a","unknown (not found)","unmeasured","2021 openers are NOT trustworthy: mean |open-close| 3.0-5.6 pts weeks 7-18, maxima 12-15 pts, vs 1.1-1.8 pts every other season 2022-2025 — per LATEST-PLAN opener-CLV preregistration section; 2021 must never be pooled with other seasons","exclude 2021 from any pooled opener-based analysis (plan already does this)","live","no — ingested as a static CSV snapshot, no receipt/capture clock of its own","no (opener, not closing)","2026-09-16","","rows-data-and-infra.csv"
"ingest_odds_api","odds-api.js The Odds API client","ingestion","market","server/services/odds-api.js","server/services/odds-api.js:17","fetches spread/total/moneyline for NFL+MLB from The Odds API (metered)","The Odds API api.the-odds-api.com/v4","spread,total,moneyline","n/a","none","n/a","unknown (not found)","unmeasured","degrades cleanly without a key (hasKey()=false -> model-only fallback) per file's own header comment","unknown (not found)","live","yes (live capture)","yes","2026-09-16","","rows-data-and-infra.csv"
"ingest_odds_archive","odds-archive.js Oddstrader archive scrape","ingestion","market","server/services/odds-archive.js","server/services/odds-archive.js:48","writes nfl_odds_archive; backfills game_lines.open_spread/open_total (COALESCE) at :149-153","Oddstrader archive scrape (Pinnacle-derived median)","open_spread,open_total","n/a","none","n/a","unknown (not found)","unmeasured","backfill path had a sign-corruption bug for 2022-2025 rows, fixed by migration 047_backfill_open_spread_pinnacle_2022_2025.js","unknown (not found)","live","unknown (not found)","no (backfills openers)","2026-09-16","","rows-data-and-infra.csv"
"ingest_sportsgameodds","sportsgameodds.js SGO capture","ingestion","market","server/services/sportsgameodds.js","server/services/sportsgameodds.js:140","writes nfl_sgo snapshot rows (captureSportsGameOddsSnapshot)","SportsGameOdds api.sportsgameodds.com/v2 (metered)","spread,total,moneyline","n/a","none","n/a","unknown (not found)","unmeasured","unknown (not found)","unknown (not found)","live","yes (live capture)","yes","2026-09-16","","rows-data-and-infra.csv"
"news_signal_extraction","News availability/role signal extractor","ingestion","news","server/services/nfl-news-signal.js","server/services/nfl-news-signal.js:225","Typed availability/role claim extraction from news text (regex rule classification into unavailable_probability/role delta)","news_items","report-status phrase matching,role-change phrase matching","none","rule","none found","test/nfl-news-signal.test.js","unmeasured","none identified in the extraction rules themselves","none noted","live - called on every /ingest","n/a - producer, not a cutoff reader","no","2026-09-16","syncStructuredNewsSignals); :61 (STATUS_RULES); :84 (ROLE_RULES)","rows-player-news-live.csv"
"ingest_nfl_officials","nfl-officials.js referee sync","ingestion","refs","server/services/nfl-officials.js","server/services/nfl-officials.js:64","writes nfl_officials","unknown (not found) — source not independently confirmed this session","n/a","n/a","none","n/a","unknown (not found)","unmeasured","unknown (not found)","unknown (not found)","live","unknown (not found)","n/a","2026-09-16","","rows-data-and-infra.csv"
"ingest_nfl_advanced","nfl-advanced.js nflverse advanced-stats sync","ingestion","roster","server/services/nfl-advanced.js","server/services/nfl-advanced.js:100","writes nfl_ngs, nfl_snaps, nfl_depth, nfl_pfr_adv from nflverse releases","nflverse GitHub releases: ngs, snap_counts, depth_charts, pfr_advstats","n/a","n/a","none","n/a","unknown (not found)","unmeasured","three of the four tables it writes (nfl_snaps, nfl_depth's non-captured fields, nfl_pfr_adv) carry no receipt clock; see FINAL ORDER #3","unknown (not found)","live","partial (nfl_depth gets its own captured clock; nfl_snaps/nfl_pfr_adv/nfl_ngs do not)","n/a","2026-09-16","","rows-data-and-infra.csv"
"ingest_nfl_coaches","nfl-coaches.js coach sync","ingestion","roster","server/services/nfl-coaches.js","server/services/nfl-coaches.js:53","writes nfl_team_coaches","nflverse (coaches release)","n/a","n/a","none","n/a","unknown (not found)","unmeasured","nfl_team_coaches reaches ensemble ctx as metadata only; no predict() reads it numerically, per LATEST-PLAN DATA SOURCES anomalies","unknown (not found)","live","unknown (not found)","n/a","2026-09-16","","rows-data-and-infra.csv"
"ingest_nfl_formations","nfl-formations.js FTN charting sync","ingestion","roster","server/services/nfl-formations.js","server/services/nfl-formations.js:53","writes nfl_play_formations (ingestFormations), nfl_play_charting (ingestCharting)","nflverse FTN charting ftn_charting_{season}.csv (:97)","n/a","n/a","none","n/a","unknown (not found)","unmeasured","unknown (not found)","unknown (not found)","live","unknown (not found)","n/a","2026-09-16","","rows-data-and-infra.csv"
"ingest_nfl_qbr","nfl-qbr.js QBR sync","ingestion","roster","server/services/nfl-qbr.js","server/services/nfl-qbr.js:18","writes nfl_qbr_weekly","nflverse espn_data/qbr_week_level.csv mirror","qbr,epa","n/a","none","n/a","unknown (not found)","unmeasured","unknown (not found)","unknown (not found)","live","unknown (not found) — not independently checked for a receipt clock","n/a","2026-09-16","","rows-data-and-infra.csv"
"ingest_nfl_rookie_ingest","nfl-rookie-ingest.js draft/combine sync","ingestion","roster","server/services/nfl-rookie-ingest.js","server/services/nfl-rookie-ingest.js:56","writes nfl_rookie_evidence","nflverse draft/combine releases + CollegeFootballData API (key-gated, 0 rows per LATEST-PLAN)","n/a","n/a","none","n/a","unknown (not found)","unmeasured","unknown (not found)","unknown (not found)","live","unknown (not found)","n/a","2026-09-16","","rows-data-and-infra.csv"
"ingest_nfl_weather","nfl-weather.js game-weather sync","ingestion","weather","server/services/nfl-weather.js","server/services/nfl-weather.js:51","writes nfl_game_weather","Open-Meteo API","temp,wind,precip","n/a","none","n/a","unknown (not found)","unmeasured","unknown (not found)","unknown (not found)","live","unknown (not found)","n/a","2026-09-16","","rows-data-and-infra.csv"
"ingest_nfl_weather_history","nfl-weather-history.js forecast-history sync","ingestion","weather","server/services/nfl-weather-history.js","server/services/nfl-weather-history.js:80","writes nfl_game_weather_forecast_history","Open-Meteo previous-runs API","lead_days forecast snapshots","n/a","none","n/a","unknown (not found)","unmeasured","unknown (not found)","unknown (not found)","live","yes (captures forecast-as-of lead-day snapshots by design)","n/a","2026-09-16","","rows-data-and-infra.csv"
"dataset_qb_availability_lookup","Python QB-quality / availability feature lookup","lookup","injury","research/betting/nfl/dataset.py","research/betting/nfl/dataset.py:558","Looks up pre-computed per-game QB-quality and availability-deficit signals (from JS-exported JSON) for Python-side model training, returning None rather than a fabricated default when evidence is missing","JSON files exported by scripts/export-qb-quality-features.mjs / scripts/export-availability-features.mjs (not DB tables directly)","home/away QBR,home/away availability deficit","nfl-qb-quality.js;nfl-availability.js","lookup","research/betting/nfl/test_feature_wiring.py","research/betting/nfl/test_feature_wiring.py (availability); unknown (not found) for load_qb_quality specifically","availability coverage 1,083 of 7,548 games (14.4%); injury rows only from 2021; 2025/2026 rows carry no modification time - in-file docstring, corroborated by LATEST-PLAN.md's FINAL ORDER #3 injury-clock finding","both are opt-in only (path=None default) so every baseline still reproduces byte-for-byte with no path given; point-in-time correctness depends entirely on the upstream JS exporter, not independently re-verified in this file","none noted","research_only - reached only via an opt-in subprocess bridge (learned-shadow-runner.js/python-artifact.js) gated behind GRIDIRON_RESEARCH_PYTHON","partial - correct by construction if the upstream exporter is correct, not independently re-verified in this file","no","2026-09-16","load_qb_quality); :511 (load_availability)","rows-player-news-live.csv"
"nfelo","nfelo External Elo/Market/Stadium Ingestion & Features","lookup","market","server/services/nfelo.js","server/services/nfelo.js:268","Home-minus-away Elo/QB-Elo/nfelo-rating diffs, nfelo's pre/post-regression lines, HFA modifier, and public ticket/money split features for one game","nfl_nfelo_games, nfl_nfelo_lines, nfl_nfelo_qb, nfl_stadiums, nfl_team_stadiums (populated from 6 external GitHub-hosted CSVs)","qb_adj_diff, elo_diff, qbelo_diff, nfelo_diff, nfelo_pre_line, nfelo_line_open, hfa_mod, tickets_pct_home, money_pct_home, tickets_pct_total_over, money_pct_total_over","none (pure ingestion/feature module; only db/index.js and team-codes.js imported)","lookup","none found","unknown (not found)","unmeasured","Total-split ticket/money columns are guessed, not confirmed: 'these are the column names a total split would plausibly arrive under' (lines 167-168); tickets_pct_total_over/money_pct_total_over 'upstream does not publish it yet' (lines 266,291-292).","unknown (not found)","live","partial — nfeloFeatures has no asOf/cutoff parameter, reads whatever is currently stored including both open and close columns; caller must pick the pre-close field to avoid leakage","yes (home_line_open/close, total_line_open/close, home_spread_tickets_pct, home_spread_money_pct, total_over_tickets_pct, total_over_money_pct)","2026-09-16","nfeloFeatures)","rows-spread-forecasters.csv"
"nfl_rookies_depth_rank","Rookie depth-chart rank lookup","lookup","roster","server/services/nfl-rookies.js","server/services/nfl-rookies.js:153","Latest nfl_depth.pos_rank at or before a season/week, used as a depth-chart-based opportunity multiplier","nfl_depth","pos_rank","none","lookup","none","unknown (not found)","unmeasured","selects pos_rank with week<=? and no reference to nfl_depth.captured - can read a depth chart captured during/after the week being predicted; with 2025's 8,005 duplicate rows (0 in 2023/2024) it picks an arbitrary one of them - LATEST-PLAN.md section ""FINAL ORDER #3 - the point-in-time guard, and what it refuses (September 16, 2026)""","add a captured<=kickoff filter matching nfl-player-value.js's depthChart() pattern","live","no - no captured-clock filter, confirmed present in current code by direct read (lines 153-159)","no","2026-09-16","depthRankFor)","rows-player-news-live.csv"
"market_correction_lookup","Market-Correction Residual Lookup","lookup","spread","server/services/nfl-market-correction-lookup.js","server/services/nfl-market-correction-lookup.js:76","Precomputed out-of-fold market-correction margin (points) for one season/week/home game","JSON file <DATA_ROOT>/research/market-correction-lookup.json (override via GRIDIRON_MARKET_CORRECTION_LOOKUP), produced by research/betting/nfl/export_market_correction_lookup.py","entries[].market_correction_margin keyed by season|week|home","none (only platform/paths.js imported)","lookup","none found","unknown (not found)","unmeasured","'research_only: ... feeds the market_correction_research challengerOnly component ... structurally excluded from every live-blended pick. Nothing here can reach a real pick by construction' (lines 11-16). Reads only ONE precomputed field (market_correction_margin) — does NOT itself read raw market_spread/market_movement (those live in the upstream Python export).","unknown (not found)","research_only","yes (relies on the upstream Python export producing genuinely out-of-fold predictions; this file performs no live computation of its own)","reads only the precomputed market_correction_margin (single differenced value) — does NOT itself read raw market_spread or market_movement fields","2026-09-16","marketCorrectionMargin)","rows-spread-forecasters.csv"
"teamrankings_lookup","TeamRankings Power-Rating Lookup","lookup","spread","server/services/nfl-teamrankings-lookup.js","server/services/nfl-teamrankings-lookup.js:85","Precomputed TeamRankings power-rating differential (home minus away) for one season/week/home game","JSON file <DATA_ROOT>/research/teamrankings-lookup.json (override via GRIDIRON_TEAMRANKINGS_LOOKUP), produced offline by scripts/export-teamrankings-features.mjs","entries[].rating_diff keyed by season|week|home","none (only platform/paths.js imported)","lookup","none found","unknown (not found)","unmeasured","'research_only: this is exactly what feeds the teamrankings_predictive challengerOnly component in nfl-ensemble.js's MODELS list, structurally excluded from every live-blended pick until explicitly promoted' (lines 17-20).","unknown (not found)","research_only","yes — export script resolves each team's admissible rating (most recent week strictly before the game's own week) before subtracting (lines 23-29)","no","2026-09-16","teamrankingsRatingDiff)","rows-spread-forecasters.csv"
"nfl_weather_reader","Kickoff weather / forecast-lead reader","lookup","weather","server/services/nfl-weather.js","server/services/nfl-weather.js:130","Stored kickoff weather (temp/wind/gust/precip), or N-days-out forecast lead features, for a game","nfl_game_weather;nfl_game_weather_forecast_history","temp,wind,gust,precip by lead day (0/1/2/3/5)","none","lookup","none found","test/nfl-weather-history.test.js (forecastHistoryFeatures only)","unmeasured","gameWeather has no cutoff/time parameter at all - beat-the-close.js's signalsFor calls it without threading its own `now` through, so a historical backtest before kickoff could still read post-game archived weather (confirmed by direct code read of nfl-weather.js:130-133); line-move-study.js's caller self-labels around this by convention (T2), not by enforcement","add an explicit cutoff/asOf parameter to gameWeather","live","no - no cutoff clock, confirmed leak risk","no","2026-09-16","gameWeather); server/services/nfl-weather-history.js:116 (forecastHistoryFeatures)","rows-player-news-live.csv"
"nfl_signal_reliability","Cutoff-safe signal-reliability shrink controller","policy_module","infra","server/services/nfl-signal-reliability.js","server/services/nfl-signal-reliability.js:31","Per-signal shrink multiplier (1/0.6/0.25) for any ensemble candidate signal, based on frozen forward-settled directional-correctness and MSE-vs-market gain","shadow_decisions (via frozenExamples)","signal_residual,actual_residual,recency","none","rule","self","unknown (not found, despite the header stating it is exported so its conservative behavior is testable)","unmeasured","none identified","add the dedicated test file the header comment anticipates","live - explicit 'candidate forecast influence only; production and staking authority unchanged'","yes - frozenExamples() hard-filters season<? OR (season=? AND week<=?)","yes - signal_residual/actual_residual computed relative to the market line","2026-09-16","deriveSignalReliability); :144 (signalReliabilityFor)","rows-player-news-live.csv"
"injury_admission_regimes","Injury point-in-time admission regimes","policy_module","injury","research/betting/nfl/injury_admission.py","research/betting/nfl/injury_admission.py:50","Whether an injury-report row is admissible as point-in-time evidence, under 3 regimes: historical (archival-verified), observed (own receipt clock), unmodified_since (current-state table untouched since cutoff)","caller-supplied injury records (no direct DB/CSV read by this module)","date_modified,received_at,historical_version_verified","none","rule","none (a design reference/gate, not a fitted model)","research/betting/nfl/test_injury_admission.py","unmeasured","not yet connected to trained features - LATEST-PLAN.md line 433 / 3362-3363 ('it is not yet connected to trained features')","wire into unified_model.py's trained feature set","research_only","yes - explicit cutoff required, fails closed on missing/ambiguous timestamps","no","2026-09-16","injury_as_of)","rows-player-news-live.csv"
"news_lag_trader","Fantasy news-lag trade advisor","policy_module","news","server/services/news-lag-trader.js","server/services/news-lag-trader.js:113","Actionable fantasy-league waiver/trade recommendations from recent verified news signals (not a betting-market model)","leagues;nfl_news_signals_current;nfl_teams;roster_players","status category,45-day/72-hour recency windows","nfl-news-signal.js (via nfl_news_signals_current);trade-engine.js:assetUniverse,loadRosters","heuristic","none found","unknown (not found)","unmeasured","none identified - file explicitly does not model when leaguemates will see the news (by design, not a gap)","none noted","live - user-facing fantasy tool, not part of the betting-model pick path","n/a - live 'what should I do right now' tool, not a historical replay","no - uses fantasy trade value, not sportsbook odds","2026-09-16","newsOpportunities)","rows-player-news-live.csv"
"clock_hurry_up","Hurry-up offence","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:257","seconds-per-play (running/stopped) when trailing/2-min","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","lead, secondsLeft, noHuddleRate, timeouts","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","heuristic","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","test/nfl-drive-sim-clock-rules.test.js (9 tests added FINAL ORDER item 2, pins kneel/clock fixes)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","n/a","2026-09-16","","rows-spread-forecasters.csv"
"clock_milking","Clock milking","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:257","seconds-per-play (running/stopped) when leading late","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","lead, secondsLeft, noHuddleRate, timeouts","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","heuristic","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","test/nfl-drive-sim-clock-rules.test.js (9 tests added FINAL ORDER item 2, pins kneel/clock fixes)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","n/a","2026-09-16","","rows-spread-forecasters.csv"
"coach_aggression","Coach aggression","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:509","EP threshold shift on module 1 (fourth_down_ep)","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","rates.off_fourth_down_rate, leagueFourthDownRate","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","heuristic","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","n/a","2026-09-16","","rows-spread-forecasters.csv"
"deep_shot","Deep-shot selection","policy_module","spread","server/services/nfl-sim-policy.js","server/services/nfl-sim-policy.js:534","deep-attempt rate","in-game simulation state (no direct DB table; consumed by nfl-drive-sim.js)","rates.off_deep_attempt_rate, varianceBonus","invoked by server/services/nfl-drive-sim.js during simulateGame/simulateDrive","heuristic","server/services/nfl-drive-sim.js backtest()/calibrationReport() (shared simulator harness)","unknown (not found)","unmeasured (module-level; only the simulator's overall backtest is measured, see drive_sim row)","none found","unknown (not found)","live","yes — pure in-game policy logic, no external data lookup","n/a","2026-09-16","","rows-spread-forecasters.csv"
